,x,y,z,value,token
135,-0.61572266,0.19567871,0.015098572,0.07537842,1 -> 9
136,-0.61572266,0.11706543,0.020111084,0.07531738,1 -> 9
137,-0.61572266,0.13769531,0.02609253,0.07531738,1 -> 8
138,-0.61572266,0.087402344,0.039611816,0.07531738,1 -> 9
139,-0.61572266,0.12182617,0.048614502,0.07531738,1 -> 9
140,-0.61572266,0.1315918,0.03567505,0.07531738,1 -> 9
141,-0.61572266,0.15332031,0.08343506,0.07531738,1 -> 9
142,-0.6152344,0.12597656,0.059753418,0.07501221,1 -> 9
143,-0.6152344,0.08569336,0.016464233,0.07501221,1 -> 9
144,-0.6152344,0.14733887,0.059570312,0.07501221,1 -> 9
145,-0.6147461,-0.01940918,-0.3857422,0.07495117,1 -> 2
146,-0.6147461,0.10858154,0.06890869,0.07476807,1 -> 9
147,-0.6147461,0.08355713,-0.004673004,0.07476807,1 -> 8
148,-0.6147461,-0.01638794,-0.011665344,0.07476807,1 -> 8
149,-0.6147461,0.13549805,0.02279663,0.07476807,1 -> 9
150,-0.6147461,0.10998535,0.03527832,0.07476807,1 -> 9
151,-0.6142578,0.07696533,0.018371582,0.074523926,1 -> 9
152,-0.6142578,0.06640625,0.019119263,0.074523926,1 -> 8
153,-0.6142578,0.09082031,0.060913086,0.074523926,1 -> 9
154,-0.61376953,0.097351074,0.016952515,0.07434082,1 -> 9
155,-0.61376953,0.12286377,0.05731201,0.07434082,1 -> 8
156,-0.61376953,0.11773682,0.043548584,0.07434082,1 -> 8
157,-0.61376953,0.13012695,0.017929077,0.07434082,1 -> 8
158,-0.61328125,-0.0064697266,-0.25585938,0.074157715,1 -> 5
159,-0.61279297,0.0597229,0.031158447,0.07385254,1 -> 9
160,-0.61279297,0.122680664,0.012023926,0.07385254,1 -> 8
161,-0.61279297,0.09527588,0.053863525,0.07385254,1 -> 9
162,-0.61279297,-0.002292633,-0.19848633,0.07385254,1 -> 9
163,-0.6123047,-0.019378662,-0.25195312,0.073791504,1 -> 0
164,-0.6123047,0.13867188,0.04208374,0.07373047,1 -> 5
165,-0.6123047,0.13049316,0.017700195,0.07373047,1 -> 7
166,-0.6118164,-0.02217102,-0.35107422,0.07342529,1 -> 0
167,-0.6118164,-0.0012331009,-0.30200195,0.07336426,1 -> 0
168,-0.6113281,-0.0027809143,-0.36938477,0.07336426,1 -> 2
169,-0.6118164,-0.011909485,-0.008628845,0.07330322,1 -> 8
170,-0.6118164,-0.0026512146,-0.01940918,0.07330322,1 -> 9
171,-0.6118164,0.023101807,-0.10675049,0.07330322,1 -> 9
172,-0.6118164,0.07507324,0.020355225,0.07330322,1 -> 6
173,-0.6113281,-0.022857666,-0.34716797,0.07330322,1 -> 2
174,-0.6113281,0.03970337,0.00043272972,0.07318115,1 -> 9
175,-0.6113281,0.14697266,0.04638672,0.07318115,1 -> 9
176,-0.61083984,0.016418457,-0.22729492,0.07299805,1 -> 4
177,-0.61083984,0.17553711,0.020339966,0.07293701,1 -> 0
178,-0.61083984,0.11053467,0.036224365,0.07293701,1 -> 9
179,-0.61083984,0.090270996,0.015464783,0.07293701,1 -> 8
180,-0.61083984,0.028076172,0.01084137,0.07293701,1 -> 8
181,-0.61083984,0.02468872,0.007987976,0.07293701,1 -> 9
182,-0.61035156,-0.03930664,-0.3154297,0.072753906,1 -> 8
183,-0.61035156,-0.012763977,-0.32250977,0.072753906,1 -> 0
184,-0.61035156,0.18237305,-0.0105896,0.07269287,1 -> 8
185,-0.61035156,0.17236328,0.049682617,0.072631836,1 -> 9
186,-0.61035156,0.1239624,0.013374329,0.072631836,1 -> 8
187,-0.61035156,0.14245605,0.08868408,0.072631836,1 -> 9
188,-0.61035156,0.17456055,0.049804688,0.072631836,1 -> 9
189,-0.6098633,-0.021072388,-0.12756348,0.072387695,1 -> 0
190,-0.6098633,0.003019333,-0.18713379,0.072387695,1 -> 9
191,-0.609375,0.088378906,-0.016693115,0.072265625,1 -> 9
192,-0.609375,0.10900879,0.041748047,0.072265625,1 -> 9
193,-0.609375,0.11254883,0.0496521,0.072265625,1 -> 9
194,-0.609375,0.13720703,0.05569458,0.072265625,1 -> 9
195,-0.609375,0.035461426,0.026687622,0.072265625,1 -> 8
196,-0.609375,-0.026046753,-0.007987976,0.072265625,1 -> 0
197,-0.609375,0.10522461,0.02670288,0.072265625,1 -> 9
198,-0.6088867,0.095703125,0.06726074,0.07196045,1 -> 9
199,-0.6088867,0.09051514,0.03744507,0.07196045,1 -> 8
200,-0.6088867,0.09008789,0.015426636,0.07196045,1 -> 5
201,-0.60791016,-0.020812988,-0.3173828,0.07171631,1 -> 2
202,-0.60839844,0.12573242,0.031585693,0.07171631,1 -> 9
203,-0.60839844,0.13317871,0.009963989,0.07171631,1 -> 9
204,-0.60839844,0.11798096,0.01739502,0.07171631,1 -> 8
205,-0.60839844,0.13085938,0.045959473,0.07171631,1 -> 9
206,-0.60839844,0.17236328,0.062042236,0.07171631,1 -> 9
207,-0.60791016,0.08483887,0.02973938,0.07159424,1 -> 9
208,-0.60791016,0.11419678,0.025619507,0.07159424,1 -> 9
209,-0.60791016,0.119262695,0.049041748,0.07159424,1 -> 9
210,-0.60791016,-0.017105103,-0.09655762,0.07159424,1 -> 8
211,-0.6069336,-0.017089844,-0.37573242,0.07128906,1 -> 0
212,-0.6074219,-0.0046691895,-0.24780273,0.07128906,1 -> 1
213,-0.6074219,-0.01158905,-0.25463867,0.07128906,1 -> 1
214,-0.6074219,0.15222168,0.02279663,0.07122803,1 -> 8
215,-0.6074219,0.019836426,0.01651001,0.07122803,1 -> 9
216,-0.6074219,0.12408447,0.042236328,0.07122803,1 -> 9
217,-0.6069336,0.11450195,0.04574585,0.07110596,1 -> 9
218,-0.6069336,0.08959961,-0.016418457,0.07110596,1 -> 0
219,-0.6069336,0.11480713,0.022628784,0.07110596,1 -> 8
220,-0.6069336,0.07519531,0.031036377,0.07110596,1 -> 0
221,-0.6069336,0.08074951,0.01612854,0.07110596,1 -> 8
222,-0.6064453,-0.0035438538,-0.33129883,0.07092285,1 -> 5
223,-0.6064453,-0.015258789,-0.19433594,0.07086182,1 -> 2
224,-0.6064453,0.12420654,0.05505371,0.07080078,1 -> 9
225,-0.6064453,0.045074463,-0.015838623,0.07080078,1 -> 8
226,-0.60595703,0.026046753,-0.008277893,0.07055664,1 -> 9
227,-0.60595703,-0.009925842,-0.111083984,0.07055664,1 -> 0
228,-0.60595703,0.004611969,0.0143966675,0.07055664,1 -> 9
229,-0.60595703,0.14819336,0.05706787,0.07055664,1 -> 9
230,-0.60546875,0.05718994,0.023727417,0.07043457,1 -> 5
231,-0.60546875,0.062469482,0.026947021,0.07043457,1 -> 8
232,-0.60546875,0.03253174,0.042541504,0.07043457,1 -> 8
233,-0.60546875,0.09442139,0.044189453,0.07043457,1 -> 9
234,-0.60498047,-0.02053833,-0.25317383,0.070251465,1 -> 5
235,-0.60498047,-0.0034770966,-0.20910645,0.07019043,1 -> 0
236,-0.60498047,0.10101318,0.030685425,0.07019043,1 -> 9
237,-0.60498047,0.0692749,-0.017929077,0.07019043,1 -> 9
238,-0.60498047,0.08416748,0.033081055,0.07019043,1 -> 9
239,-0.6044922,-0.0056419373,-0.36572266,0.07006836,1 -> 0
240,-0.6044922,0.008033752,0.007194519,0.069885254,1 -> 9
241,-0.6044922,0.113342285,0.036895752,0.069885254,1 -> 9
242,-0.6044922,0.109436035,-0.0062217712,0.069885254,1 -> 8
243,-0.6044922,-0.023452759,-0.06173706,0.069885254,1 -> 9
244,-0.6044922,0.05911255,0.031036377,0.069885254,1 -> 9
245,-0.6044922,0.11413574,0.00026154518,0.069885254,1 -> 8
246,-0.6044922,0.047698975,0.024658203,0.069885254,1 -> 9
247,-0.6044922,0.116882324,0.054534912,0.069885254,1 -> 9
248,-0.6040039,-0.0025539398,-0.21264648,0.06964111,1 -> 0
249,-0.6035156,-0.005455017,-0.35253906,0.06964111,1 -> 0
250,-0.6040039,0.13342285,0.0085372925,0.06964111,1 -> 8
251,-0.6040039,-0.028656006,-0.18725586,0.06964111,1 -> 0
252,-0.6035156,-0.014633179,-0.17871094,0.06951904,1 -> 0
253,-0.6035156,0.14697266,-0.03225708,0.06951904,1 -> 0
254,-0.6035156,0.008583069,-0.016998291,0.06951904,1 -> 9
255,-0.6035156,0.13098145,-0.037475586,0.06951904,1 -> 9
256,-0.6035156,-0.002494812,-0.02029419,0.06951904,1 -> 9
257,-0.60302734,0.12524414,0.037261963,0.06915283,1 -> 9
258,-0.60302734,0.109191895,0.04135132,0.06915283,1 -> 9
259,-0.60302734,0.11578369,0.06121826,0.06915283,1 -> 8
260,-0.60302734,0.11273193,0.027069092,0.06915283,1 -> 8
261,-0.60302734,-0.030471802,-0.09210205,0.06915283,1 -> 2
262,-0.60302734,0.027633667,-0.009170532,0.06915283,1 -> 7
263,-0.60302734,0.103027344,0.010543823,0.06915283,1 -> 8
264,-0.60302734,0.017730713,-0.0079574585,0.06915283,1 -> 9
265,-0.60302734,0.052215576,0.050354004,0.06915283,1 -> 8
266,-0.60302734,0.10882568,0.046722412,0.06915283,1 -> 8
267,-0.60302734,0.07922363,0.051757812,0.06915283,1 -> 8
268,-0.60302734,0.12915039,0.079956055,0.06915283,1 -> 9
269,-0.6020508,-0.008628845,-0.36987305,0.0690918,1 -> 2
270,-0.60253906,0.016433716,0.006248474,0.06903076,1 -> 9
271,-0.60253906,0.111083984,0.020599365,0.06903076,1 -> 9
272,-0.60253906,0.10662842,0.036590576,0.06903076,1 -> 9
273,-0.60253906,-0.043029785,-0.014564514,0.06903076,1 -> 0
274,-0.60253906,0.13012695,0.024627686,0.06903076,1 -> 8
275,-0.6020508,-0.036071777,-0.022888184,0.06890869,1 -> .
276,-0.6020508,-0.028442383,-0.09875488,0.06890869,1 -> 0
277,-0.6020508,0.123413086,0.04736328,0.06890869,1 -> 0
278,-0.6020508,-0.023742676,-0.16357422,0.06890869,1 -> 5
279,-0.6015625,-0.010940552,-0.14282227,0.068481445,"1 -> ,"
280,-0.6015625,0.0072402954,-0.010421753,0.068481445,1 -> 8
281,-0.6015625,-0.014930725,-0.038726807,0.068481445,1 -> 9
282,-0.6010742,0.10839844,0.035125732,0.068359375,1 -> 8
283,-0.6010742,0.04647827,-0.02558899,0.068359375,1 -> 8
284,-0.6010742,0.16149902,0.046813965,0.068359375,1 -> 8
285,-0.6010742,-0.039398193,-0.14782715,0.068359375,1 -> .
286,-0.6010742,0.1496582,0.02885437,0.068359375,1 -> 9
287,-0.6010742,-0.00223732,-0.07940674,0.068359375,1 -> 0
288,-0.6010742,0.013946533,-0.009376526,0.068359375,1 -> 9
289,-0.6010742,0.06585693,-0.008506775,0.068359375,1 -> 9
290,-0.6010742,-0.0012083054,0.023040771,0.068359375,1 -> 9
291,-0.60058594,0.004787445,-0.37573242,0.06829834,1 -> 3
292,-0.60058594,0.055603027,0.033416748,0.068115234,1 -> 8
293,-0.60058594,0.037078857,0.020507812,0.068115234,1 -> 9
294,-0.60058594,-0.004901886,-0.17443848,0.068115234,1 -> 3
295,-0.60058594,-0.012275696,-0.02468872,0.068115234,1 -> 9
296,-0.60058594,0.07507324,0.0044441223,0.068115234,1 -> 9
297,-0.60058594,0.015167236,-0.03265381,0.068115234,1 -> 9
298,-0.60058594,0.123291016,0.047180176,0.068115234,1 -> 9
299,-0.60058594,0.122558594,0.000995636,0.068115234,1 -> 9
300,-0.60058594,-0.0015544891,-0.030380249,0.068115234,1 -> 9
301,-0.60009766,-0.016998291,-0.3737793,0.0680542,1 -> 7
302,-0.60009766,0.1887207,0.030853271,0.06793213,1 -> 9
303,-0.60009766,0.013969421,-0.25,0.06793213,1 -> 8
304,-0.60009766,-0.00299263,-0.027801514,0.067871094,1 -> 9
305,-0.60009766,-0.011627197,-0.12042236,0.067871094,1 -> 9
306,-0.60009766,0.030319214,0.0056915283,0.067871094,1 -> 5
307,-0.60009766,0.105529785,0.05895996,0.067871094,1 -> 9
308,-0.60009766,0.15527344,-0.0040740967,0.067871094,1 -> 8
309,-0.5996094,0.1574707,0.05218506,0.06774902,1 -> 9
310,-0.5991211,-0.01626587,-0.40966797,0.06774902,1 -> 4
311,-0.5996094,-3.2782555e-06,-0.026275635,0.06774902,1 -> 0
312,-0.5996094,0.009765625,-0.055419922,0.06774902,1 -> 9
313,-0.5996094,0.0236969,-0.0016422272,0.06774902,1 -> 9
314,-0.5996094,-0.0034255981,-0.010856628,0.06774902,1 -> 9
315,-0.5996094,0.048797607,0.009742737,0.06774902,1 -> 8
316,-0.5991211,0.17919922,0.05239868,0.06756592,1 -> 9
317,-0.5991211,0.11077881,0.02696228,0.06750488,1 -> 8
318,-0.5991211,0.12939453,-0.06591797,0.06750488,1 -> 0
319,-0.5991211,0.11029053,0.04824829,0.06750488,1 -> 9
320,-0.5991211,0.17370605,0.055786133,0.06750488,1 -> 9
321,-0.5991211,0.09503174,-0.0048065186,0.06750488,1 -> 0
322,-0.5986328,0.14416504,-0.08294678,0.06719971,1 -> 8
323,-0.5986328,0.14013672,0.06512451,0.06719971,1 -> 8
324,-0.5986328,-0.0055274963,-0.14575195,0.06719971,1 -> 0
325,-0.5986328,0.107421875,0.012359619,0.06719971,1 -> 9
326,-0.5986328,0.012008667,-0.0013465881,0.06719971,1 -> 9
327,-0.5986328,0.06951904,-0.0067863464,0.06719971,1 -> 9
328,-0.5986328,0.019699097,-0.049713135,0.06719971,1 -> 0
329,-0.59814453,0.1940918,0.09069824,0.0670166,1 -> 9
330,-0.59814453,0.10443115,0.051513672,0.06695557,1 -> 8
331,-0.59814453,-0.012825012,-0.0056381226,0.06695557,1 -> 0
332,-0.59814453,-0.028656006,-0.18005371,0.06695557,1 -> 8
333,-0.59814453,0.026885986,-0.046691895,0.06695557,1 -> 9
334,-0.59814453,0.06829834,0.02748108,0.06695557,1 -> 9
335,-0.59814453,0.017456055,-0.012023926,0.06695557,1 -> 9
336,-0.59814453,0.15698242,0.048431396,0.06695557,1 -> 9
337,-0.59814453,0.1385498,0.072021484,0.06695557,1 -> 7
338,-0.59765625,0.014472961,0.016464233,0.066833496,1 -> 9
339,-0.59716797,-0.0062675476,-0.40649414,0.066833496,1 -> 0
340,-0.59765625,0.03704834,0.015617371,0.066833496,1 -> 7
341,-0.59716797,-0.006084442,-0.36547852,0.06677246,1 -> 0
342,-0.59716797,-0.010650635,-0.3371582,0.066711426,1 -> 0
343,-0.59716797,0.034698486,-0.009490967,0.066589355,1 -> 8
344,-0.59716797,0.018463135,-0.003955841,0.066589355,1 -> 7
345,-0.59716797,0.034973145,-0.04458618,0.066589355,1 -> 9
346,-0.59716797,0.10021973,0.010978699,0.066589355,1 -> 8
347,-0.59716797,-0.037231445,-0.04937744,0.066589355,1 -> 9
348,-0.59716797,0.109802246,0.061340332,0.066589355,1 -> 8
349,-0.59716797,0.015914917,-0.018630981,0.066589355,1 -> 9
350,-0.59716797,0.015289307,-0.0357666,0.066589355,1 -> 9
351,-0.5966797,-0.0020122528,-0.3486328,0.066467285,1 -> 8
352,-0.5966797,-0.013877869,-0.18615723,0.06640625,1 -> 8
353,-0.5966797,0.057739258,0.04421997,0.066345215,1 -> 9
354,-0.5966797,-0.019424438,-0.13830566,0.066345215,1 -> 8
355,-0.5966797,0.0022850037,-0.05810547,0.066345215,1 -> 8
356,-0.5966797,0.047698975,-0.004196167,0.066345215,1 -> 8
357,-0.5966797,0.07330322,-0.029418945,0.066345215,1 -> 8
358,-0.5961914,-0.01763916,-0.3317871,0.066345215,1 -> 0
359,-0.5966797,0.15344238,-0.048675537,0.066345215,1 -> 2
360,-0.5966797,0.08770752,0.0027217865,0.066345215,1 -> 9
361,-0.5961914,0.115478516,0.021316528,0.066223145,1 -> 7
362,-0.5961914,0.10534668,0.03225708,0.066223145,1 -> 9
363,-0.5961914,0.013328552,-0.01826477,0.066223145,1 -> 9
364,-0.5961914,0.0061187744,-0.23950195,0.066223145,1 -> 6
365,-0.5961914,0.10321045,0.07733154,0.066223145,1 -> 8
366,-0.5961914,-0.017120361,-0.06341553,0.066223145,1 -> 9
367,-0.5961914,0.02659607,0.0073165894,0.066223145,1 -> 8
368,-0.5961914,0.026428223,-0.03567505,0.066223145,1 -> 5
369,-0.5961914,0.04824829,0.03692627,0.066223145,1 -> 9
370,-0.5957031,0.1652832,0.074645996,0.065979004,1 -> 9
371,-0.5957031,-0.017227173,-0.11798096,0.065979004,1 -> 6
372,-0.5957031,0.17102051,0.0647583,0.065979004,1 -> 9
373,-0.5957031,0.07232666,-0.0127334595,0.065979004,1 -> 8
374,-0.5957031,-0.00712204,-0.21142578,0.065979004,1 -> 8
375,-0.5957031,0.07324219,0.007183075,0.065979004,1 -> 9
376,-0.59521484,-0.023712158,-0.33764648,0.06585693,1 -> 0
377,-0.59472656,0.0044517517,-0.36108398,0.0657959,1 -> 2
378,-0.59521484,0.10821533,0.025405884,0.06573486,1 -> 9
379,-0.59521484,0.15148926,0.05355835,0.06573486,1 -> 9
380,-0.59521484,0.05117798,0.031677246,0.06573486,1 -> 8
381,-0.59521484,0.107055664,-0.019851685,0.06573486,1 -> 2
382,-0.59521484,0.13391113,0.030166626,0.06573486,1 -> 8
383,-0.59521484,0.1652832,0.004749298,0.06573486,1 -> 9
384,-0.59472656,-0.007896423,-0.25146484,0.06567383,1 -> 8
385,-0.59472656,-0.015899658,-0.23583984,0.06567383,1 -> 0
386,-0.59472656,0.121276855,0.03314209,0.06561279,1 -> 7
387,-0.59472656,0.1194458,0.026489258,0.06561279,1 -> 9
388,-0.59472656,0.0960083,0.047790527,0.06561279,1 -> 9
389,-0.59472656,0.1463623,0.021102905,0.06561279,1 -> 9
390,-0.59472656,0.12854004,0.038360596,0.06561279,1 -> 9
391,-0.59472656,0.004348755,-0.20043945,0.06561279,1 -> 9
392,-0.59472656,0.01864624,-0.21716309,0.06561279,1 -> 0
393,-0.59472656,-0.01335907,-0.21435547,0.06561279,1 -> .
394,-0.59472656,0.0044898987,-0.02619934,0.06561279,1 -> 8
395,-0.59472656,0.13745117,0.07080078,0.06561279,1 -> 9
396,-0.59472656,0.04135132,0.022644043,0.06561279,1 -> 9
397,-0.59472656,-0.004272461,-0.074401855,0.06561279,1 -> 0
398,-0.59472656,0.14819336,0.017211914,0.06561279,1 -> 9
399,-0.5942383,0.006931305,-0.34570312,0.06530762,1 -> 6
400,-0.5942383,0.13989258,0.052368164,0.06518555,1 -> 8
401,-0.5942383,0.026733398,0.0037727356,0.06518555,1 -> 9
